"id","response.chinaCurrency","response.trumpBudget","response.berinskyACA","response.nyhanReifler","response.hksVitaminC","response.hksBioWeapon","response.hksHandWash","response.hksUSCreated","response.demNormsAccept","response.demNormsViol","response.forBornUS","response.forBornCanada","Q47","Q48","Q49","response.olivIraq","response.oliv911","response.olivObama","response.olivContrails","response.olivSoros","Q53.2","lucid_rid","lucid_age","lucid_gender","lucid_hhi","lucid_race","lucid_hispanic","lucid_education","lucid_political_party","lucid_region","lucid_zip","lucid_dma","lucid_state","isRandomized","berinskyACA","nyhanReifler","hksVitaminC","hksBioWeapon","hksHandWash","hksUSCreated","chinaCurrency","trumpBudget","olivIraq","oliv911","olivObama","olivContrails","olivSoros","demNormsAccept","demNormsViol","forBornUS","forBornCanada","shirker.allcGent","shirker.oliv","allcGentz.Beyonce.rally","allcGentz.Clinton.arms","allcGentz.Clinton.deplorables","allcGentz.Clinton.stumbled","allcGentz.FBI.Clinton.charges","allcGentz.FBI.agent","allcGentz.FBI.director","allcGentz.Ireland.asylum","allcGentz.Pence.vulgar","allcGentz.Pope.endorse","allcGentz.RuPaul","allcGentz.Trump.concede","response.allcGentz.Beyonce.rally","response.allcGentz.Clinton.arms","response.allcGentz.Clinton.deplorables","response.allcGentz.Clinton.stumbled","response.allcGentz.FBI.Clinton.charges","response.allcGentz.FBI.agent","response.allcGentz.FBI.director","response.allcGentz.Ireland.asylum","response.allcGentz.Pence.vulgar","response.allcGentz.Pope.endorse","response.allcGentz.RuPaul","response.allcGentz.Trump.concede","recode.chinaCurrency","recode.trumpBudget","recode.berinskyACA","recode.nyhanReifler","recode.hksVitaminC","recode.hksBioWeapon","recode.hksHandWash","recode.hksUSCreated","recode.demNormsAccept","recode.demNormsViol","recode.forBornUS","recode.forBornCanada","recode.olivIraq","recode.oliv911","recode.olivObama","recode.olivContrails","recode.olivSoros","recode.allcGentz.Beyonce.rally","recode.allcGentz.Clinton.arms","recode.allcGentz.Clinton.deplorables","recode.allcGentz.Clinton.stumbled","recode.allcGentz.FBI.Clinton.charges","recode.allcGentz.FBI.agent","recode.allcGentz.FBI.director","recode.allcGentz.Ireland.asylum","recode.allcGentz.Pence.vulgar","recode.allcGentz.Pope.endorse","recode.allcGentz.RuPaul","recode.allcGentz.Trump.concede","education","age","vconservative","party","vliberal","numeracy","wgt"
1535,50,0.1,"False","Agree","Definitely false","Definitely false","Definitely true","Definitely true","Strongly agree","Strongly disagree",25.1,14.9,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Agree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Vote for the Democrat Joe Biden","5fe286ae-96ef-e349-32b8-d8a51b701e46","52","2","19","1","1","6","3","3","28451","550","34","1","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Not sure","No, false","Yes, true","Not sure","Yes, true","No, false","No, false","Not sure","Not sure","Yes, true","No, false","Not sure",50,0.1,"False","Disagree","Definitely false","Definitely false","Definitely false","Definitely false","Strongly agree","Strongly disagree",25.1,14.9,"Disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","Not sure","No, false","Yes, true","Not sure","Yes, true","No, false","Yes, true","Not sure","Not sure","No, false","No, false","Not sure",6,52,0,"Independent",0,0,0.59837456742152
1536,50,50,"Not sure","Neither agree nor disagree","Definitely false","Not sure","Definitely false","Probably false","Somewhat agree","Strongly agree",55.8,61,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Vote for the Democrat Joe Biden","5fe2873d-9bc3-cc45-3374-fd9e0cbd4a4c","20","2","1","15","2","4","4","2","68528","722","28","1","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed",TRUE,TRUE,"Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure",50,50,"Not sure","Neither agree nor disagree","Definitely false","Not sure","Definitely false","Probably false","Somewhat agree","Strongly disagree",44.2,39,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure",4,20,0,"Independent",0,0,0.666125677623384
1537,50,72.5,"Not sure","Neither agree nor disagree","Definitely false","Probably false","Definitely false","Probably false","Strongly agree","Strongly disagree",35.1,33.9,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Vote for the Democrat Joe Biden","5fe2875f-9529-f596-1127-8d26803b77a3","26","2","12","9","1","6","1","4","94608","807","5","1","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed",TRUE,TRUE,"Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure",50,27.5,"Not sure","Neither agree nor disagree","Definitely false","Probably false","Definitely false","Probably false","Strongly agree","Strongly disagree",35.1,33.9,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure",6,26,0,"Democrat",0,1,0.503510286473184
1538,1.9,50.5,"True","Strongly disagree","Definitely false","Definitely false","Definitely false","Definitely true","Strongly agree","Strongly agree",64.9,94.7,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly agree","Disagree","Disagree","Agree","Disagree","Vote for the Democrat Joe Biden","5fe28494-5617-cad6-6fef-5ac35bcf91c1","34","1","18","2","1","7","3","1","10004","501","33","1","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","No, false","Yes, true","No, false","Yes, true","Yes, true","Yes, true","Not sure","Yes, true","No, false","Yes, true","Not sure","Yes, true",1.9,49.5,"True","Strongly agree","Definitely false","Definitely false","Definitely false","Definitely false","Strongly agree","Strongly agree",35.1,5.3,"Strongly disagree","Disagree","Disagree","Disagree","Disagree","No, false","No, false","No, false","No, false","Yes, true","No, false","Not sure","Yes, true","No, false","No, false","Not sure","Yes, true",7,34,0,"Democrat",0,1,0.807176543762101
1539,50.2,90.3,"Not sure","Disagree","Definitely false","Probably true","Probably true","Probably true","Strongly agree","Strongly disagree",78.3,94,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Neither agree nor disagree","Disagree","Strongly agree","Disagree","Disagree","Vote for the Democrat Joe Biden","5fe2830e-1ae7-dcdf-d19a-586ca133d6d8","37","2","1","1","1","2","1","3","29323","567","41","1","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","No, false","No, false","No, false","Not sure","Yes, true","No, false","Yes, true","Not sure","Yes, true","Not sure","No, false","Yes, true",49.8,90.3,"Not sure","Agree","Definitely false","Probably true","Probably false","Probably false","Strongly agree","Strongly disagree",21.7,6,"Neither agree nor disagree","Agree","Strongly disagree","Disagree","Disagree","No, false","Yes, true","Yes, true","Not sure","No, false","No, false","Yes, true","Not sure","No, false","Not sure","Yes, true","No, false",2,37,0,"Other",0,1,0.459634341107367
1540,0.1,99.9,"False","Neither agree nor disagree","Definitely true","Definitely false","Definitely true","Definitely true","Strongly agree","Strongly disagree",80.6,65.5,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Vote for the Democrat Joe Biden","5fe2849f-d30f-3f8f-1de7-5223d57023ca","42","1","19","1","1","4","1","3","40517","541","18","1","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","No, false","No, false","Yes, true","Yes, true","Yes, true","Yes, true","Yes, true","Yes, true","Yes, true","No, false","Yes, true","Yes, true",0.1,0.0999999999999943,"False","Neither agree nor disagree","Definitely false","Definitely true","Definitely false","Definitely false","Strongly agree","Strongly disagree",19.4,34.5,"Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Yes, true","No, false","Yes, true","Yes, true","No, false","No, false","Yes, true","Yes, true","No, false","No, false","Yes, true","Yes, true",4,42,0,"Democrat",1,0,0.574171657914799
1541,50.6,26.4,"Not sure","Neither agree nor disagree","Not sure","Definitely true","Definitely false","Definitely true","Slightly agree","Strongly agree",68.7,45.1,"Established “death panels” which have the authority to determine whether or not a gravely ill or injured person should receive health care based on their “level of productivity in society.”","Abroad","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Vote for the Republican Donald Trump","5fe282ba-3f35-78c2-da98-8a2c1fdef1ca","29","2","1","1","2","2","2","3","77836","625","44","1","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Yes, true","Not sure","Yes, true","Not sure","Yes, true","Not sure","Not sure","Not sure","Yes, true","Yes, true","Yes, true","Yes, true",49.4,26.4,"Not sure","Neither agree nor disagree","Not sure","Definitely true","Definitely false","Definitely false","Slightly disagree","Strongly disagree",31.3,54.9,"Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Yes, true","Not sure","Yes, true","Not sure","No, false","Not sure","Not sure","Not sure","No, false","No, false","No, false","Yes, true",2,29,0,"Republican",0,0,1.294111917477
1542,20.5,31.3,"False","Agree","Definitely false","Not sure","Definitely false","Definitely false","Strongly disagree","Strongly disagree",76,75.9,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly disagree","Strongly disagree","Strongly agree","Disagree","Disagree","Vote for the Republican Donald Trump","5fe28780-659f-8718-64dd-9a86d1afbc56","58","2","22","1","1","6","2","2","54956","658","50","1","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Yes, true","Not sure","Yes, true","Yes, true","Yes, true","Yes, true","Yes, true","Not sure","No, false","Not sure","Not sure","Yes, true",20.5,31.3,"True","Agree","Definitely false","Not sure","Definitely false","Definitely false","Strongly agree","Strongly disagree",24,24.1,"Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Disagree","Yes, true","Not sure","Yes, true","Yes, true","Yes, true","Yes, true","Yes, true","Not sure","No, false","Not sure","Not sure","No, false",6,58,0,"Republican",0,3,0.959966862697315
1543,50,0.1,"True","Strongly agree","Definitely false","Probably false","Definitely true","Definitely false","Strongly disagree","Strongly agree",90.1,95,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Disagree","Agree","Agree","Agree","Disagree","Vote for the Republican Donald Trump","5fe28464-39cd-4ef1-8a48-5ab545c3054e","73","1","20","1","1","7","3","3","29464","519","41","1","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","No, false","Yes, true","No, false","Yes, true","Yes, true","No, false","Yes, true","Yes, true","Yes, true","Yes, true","Not sure","Yes, true",50,0.1,"True","Strongly agree","Definitely false","Probably true","Definitely false","Definitely false","Strongly agree","Strongly agree",9.90000000000001,5,"Agree","Agree","Disagree","Disagree","Disagree","No, false","No, false","Yes, true","Yes, true","No, false","No, false","Yes, true","Yes, true","No, false","No, false","Not sure","Yes, true",7,73,0,"Independent",0,2,0.957543870478141
1544,50,74.9,"True","Agree","Definitely true","Probably true","Definitely false","Definitely true","Strongly agree","Strongly disagree",76.4,81.2,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Agree","Disagree","Strongly agree","Strongly agree","Strongly disagree","Not vote in the presidential election","5fe2858f-3c54-6f3e-21b6-7dfe781a40a2","18","1","3","15","2","2","1","4","92084","825","5","1","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Not sure","No, false","No, false","Not sure","Yes, true","No, false","Yes, true","No, false","No, false","No, false","Yes, true","Yes, true",50,25.1,"False","Agree","Definitely false","Probably false","Definitely false","Definitely false","Strongly agree","Strongly disagree",23.6,18.8,"Agree","Disagree","Strongly disagree","Strongly disagree","Strongly agree","Not sure","No, false","No, false","Not sure","No, false","No, false","Yes, true","No, false","Yes, true","No, false","No, false","Yes, true",2,18,0,"Democrat",0,2,2.73803048787019
1545,50,50,"Not sure","Agree","Definitely false","Definitely false","Definitely true","Definitely true","Strongly disagree","Somewhat agree",65.1,88.5,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","Abroad","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly agree","Disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Vote for the Republican Donald Trump","5fe282bb-0754-0bfc-df0a-4ec93f0fd34b","62","2","2","1","1","6","2","3","23666","544","47","1","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Not sure","No, false","Not sure","Yes, true","Not sure","Not sure","Yes, true","No, false","Not sure","Not sure","No, false","Yes, true",50,50,"Not sure","Agree","Definitely false","Definitely true","Definitely false","Definitely false","Strongly disagree","Somewhat disagree",34.9,11.5,"Strongly disagree","Agree","Strongly agree","Strongly disagree","Neither agree nor disagree","Not sure","No, false","Not sure","Yes, true","Not sure","Not sure","Yes, true","Yes, true","Not sure","Not sure","Yes, true","No, false",6,62,0,"Republican",0,0,0.879927333598919
1546,49.9,98.3,"False","Neither agree nor disagree","Definitely false","Definitely false","Definitely false","Definitely false","Somewhat disagree","Strongly disagree",88.4,76.2,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Strongly agree","Vote for a different candidate","5fe286d6-d585-bac4-64ff-67b0c8fb0762","37","2","1","15","1","4","4","4","97230","820","38","1","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Not sure","Not sure","Yes, true","Not sure","Not sure","Not sure","Yes, true","Yes, true","Yes, true","No, false","Not sure","No, false",50.1,1.7,"False","Neither agree nor disagree","Definitely false","Definitely false","Definitely false","Definitely false","Somewhat agree","Strongly disagree",11.6,23.8,"Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Not sure","Not sure","No, false","Not sure","Not sure","Not sure","Yes, true","Yes, true","Yes, true","No, false","Not sure","Yes, true",4,37,0,"Other",1,0,0.277659478049678
1547,84.1,97.1,"False","Strongly agree","Definitely false","Probably true","Definitely true","Probably false","Strongly disagree","Strongly disagree",86.4,86.1,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly disagree","Agree","Strongly agree","Strongly agree","Disagree","Vote for a different candidate","5fe28509-fe38-b97f-0179-69ed6b44f2f4","52","2","3","1","1","6","3","2","47452","529","15","1","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","No, false","Yes, true","No, false","Yes, true","No, false","Yes, true","Not sure","No, false","No, false","Yes, true","Yes, true","No, false",84.1,2.90000000000001,"False","Strongly disagree","Definitely false","Probably false","Definitely false","Probably false","Strongly agree","Strongly disagree",13.6,13.9,"Strongly agree","Agree","Strongly disagree","Strongly disagree","Disagree","Yes, true","Yes, true","Yes, true","No, false","Yes, true","No, false","Not sure","No, false","No, false","No, false","Yes, true","No, false",6,52,0,"Independent",0,0,0.367189035584365
1548,50,75,"False","Strongly agree","Definitely false","Probably false","Definitely false","Definitely false","Strongly disagree","Strongly agree",74.9,85,"Prohibited insurers to deny coverage to those with pre-existing conditions.","Abroad","Water vapor from the jet exhaust mixing with cold air outside the plane","Disagree","Strongly disagree","Disagree","Strongly agree","Strongly disagree","Vote for the Democrat Joe Biden","5fe285d2-050e-6395-1b82-dd628df8f71e","71","1","8","1","1","7","1","2","46052","527","15","1","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Yes, true","Yes, true","No, false","Yes, true","Yes, true","No, false","Yes, true","No, false","Not sure","No, false","Not sure","Not sure",50,75,"False","Strongly disagree","Definitely false","Probably false","Definitely false","Definitely false","Strongly agree","Strongly disagree",25.1,15,"Disagree","Strongly disagree","Agree","Strongly disagree","Strongly disagree","Yes, true","No, false","Yes, true","Yes, true","No, false","No, false","Yes, true","Yes, true","Not sure","No, false","Not sure","Not sure",7,71,0,"Democrat",0,3,0.702039267968476
1549,87.8,94.5,"False","Strongly agree","Probably true","Definitely true","Definitely true","Definitely true","Strongly agree","Strongly disagree",75,70.9,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Vote for the Democrat Joe Biden","5fe28402-3e91-bbb4-cf4e-dc053cf04460","35","2","21","3","1","8","1","1","10001","501","33","1","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Yes, true","No, false","No, false","Yes, true","Yes, true","No, false","Yes, true","No, false","Yes, true","Yes, true","Yes, true","Yes, true",12.2,5.5,"True","Strongly disagree","Probably false","Definitely false","Definitely false","Definitely false","Strongly agree","Strongly disagree",25,29.1,"Strongly agree","Strongly agree","Strongly disagree","Disagree","Disagree","Yes, true","Yes, true","Yes, true","No, false","Yes, true","Yes, true","Yes, true","No, false","Yes, true","No, false","No, false","Yes, true",8,35,0,"Democrat",0,3,0.370026825802579
1550,50.3,75.6,"True","Strongly disagree","Definitely true","Probably true","Definitely false","Definitely true","Strongly disagree","Strongly agree",84.6,86.7,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Vote for the Democrat Joe Biden","5fe2834a-1fac-ddbc-a179-4a9503e2192a","65","2","11","1","1","6","3","4","80816","752","6","1","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Yes, true","No, false","Yes, true","Yes, true","No, false","Yes, true","Yes, true","Yes, true","No, false","Yes, true","Yes, true","Yes, true",49.7,24.4,"False","Strongly disagree","Definitely false","Probably false","Definitely false","Definitely false","Strongly agree","Strongly disagree",15.4,13.3,"Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Yes, true","Yes, true","Yes, true","Yes, true","No, false","Yes, true","Yes, true","No, false","No, false","No, false","No, false","Yes, true",6,65,0,"Independent",0,0,0.724833266434345
1551,85.1,75,"False","Strongly agree","Not sure","Definitely false","Definitely false","Definitely false","Strongly agree","Strongly disagree",15,18,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Agree","Disagree","Agree","Agree","Agree","Not vote in the presidential election","5fe28432-0893-1ac1-3744-0cc2386f0668","46","2","-3105","16","1","2","1","3","78207","641","44","1","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","No, false","Not sure","No, false","Yes, true","Not sure","No, false","Yes, true","Not sure","No, false","Yes, true","Not sure","No, false",14.9,25,"False","Strongly agree","Not sure","Definitely true","Definitely false","Definitely false","Strongly agree","Strongly disagree",15,18,"Disagree","Disagree","Disagree","Disagree","Disagree","Yes, true","Not sure","Yes, true","No, false","Not sure","Yes, true","Yes, true","Not sure","No, false","No, false","Not sure","Yes, true",2,46,0,"Democrat",0,0,1.16519178964086
1552,66,99.9,"Not sure","Neither agree nor disagree","Definitely false","Not sure","Probably false","Probably false","Strongly disagree","Slightly disagree",11,41.6,"Established “death panels” which have the authority to determine whether or not a gravely ill or injured person should receive health care based on their “level of productivity in society.”","In the United States","Chemicals distributed by government agents","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Vote for the Democrat Joe Biden","5fe27f9b-a1fc-0c88-7e2d-9926c7579ebe","22","2","1","15","1","2","1","3","70420","622","19","1","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Yes, true","Not sure","Not sure","Not sure","Yes, true","No, false","Not sure","No, false","Not sure","Not sure","Not sure","Not sure",66,99.9,"Not sure","Neither agree nor disagree","Definitely true","Not sure","Probably false","Probably true","Strongly agree","Slightly disagree",89,58.4,"Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Yes, true","Not sure","Not sure","Not sure","Yes, true","No, false","Not sure","No, false","Not sure","Not sure","Not sure","Not sure",2,22,0,"Democrat",0,1,0.329152435286286
